FIPS_Code,State,Area_Name,Annual_Salary
29011,MO,"Barton County, MO",0
29013,MO,"Bates County, MO",0
29015,MO,"Benton County, MO",0
29017,MO,"Bollinger County, MO",0
29019,MO,"Boone County, MO",0
29021,MO,"Buchanan County, MO",0
29023,MO,"Butler County, MO",0
29025,MO,"Caldwell County, MO",0
29027,MO,"Callaway County, MO",0
29029,MO,"Camden County, MO",0
29031,MO,"Cape Girardeau County, MO",0
29033,MO,"Carroll County, MO",0
29035,MO,"Carter County, MO",0
29037,MO,"Cass County, MO",0
29039,MO,"Cedar County, MO",0
29041,MO,"Chariton County, MO",0
29043,MO,"Christian County, MO",0
29045,MO,"Clark County, MO",0
29047,MO,"Clay County, MO",0
29049,MO,"Clinton County, MO",0
29051,MO,"Cole County, MO",0
29053,MO,"Cooper County, MO",0
29055,MO,"Crawford County, MO",0
29057,MO,"Dade County, MO",0
29059,MO,"Dallas County, MO",0
29061,MO,"Daviess County, MO",0
29063,MO,"DeKalb County, MO",0
29065,MO,"Dent County, MO",0
29067,MO,"Douglas County, MO",0
29069,MO,"Dunklin County, MO",0
29071,MO,"Franklin County, MO",0
29073,MO,"Gasconade County, MO",0
29075,MO,"Gentry County, MO",0
29077,MO,"Greene County, MO",0
29079,MO,"Grundy County, MO",0
29081,MO,"Harrison County, MO",0
29083,MO,"Henry County, MO",0
29085,MO,"Hickory County, MO",0
29087,MO,"Holt County, MO",0
29089,MO,"Howard County, MO",0
29091,MO,"Howell County, MO",0
29093,MO,"Iron County, MO",0
29095,MO,"Jackson County, MO",0
29097,MO,"Jasper County, MO",0
29099,MO,"Jefferson County, MO",0
29101,MO,"Johnson County, MO",0
29103,MO,"Knox County, MO",0
29105,MO,"Laclede County, MO",0
29107,MO,"Lafayette County, MO",0
29109,MO,"Lawrence County, MO",0
29111,MO,"Lewis County, MO",0
29113,MO,"Lincoln County, MO",0
29115,MO,"Linn County, MO",0
29117,MO,"Livingston County, MO",0
29119,MO,"McDonald County, MO",0
29121,MO,"Macon County, MO",0
29123,MO,"Madison County, MO",0
29125,MO,"Maries County, MO",0
29127,MO,"Marion County, MO",0
29129,MO,"Mercer County, MO",0
29131,MO,"Miller County, MO",0
29133,MO,"Mississippi County, MO",0
29135,MO,"Moniteau County, MO",0
29137,MO,"Monroe County, MO",0
29139,MO,"Montgomery County, MO",0
29141,MO,"Morgan County, MO",0
29143,MO,"New Madrid County, MO",0
29145,MO,"Newton County, MO",0
29147,MO,"Nodaway County, MO",0
29149,MO,"Oregon County, MO",0
29151,MO,"Osage County, MO",0
29153,MO,"Ozark County, MO",0
29155,MO,"Pemiscot County, MO",0
29157,MO,"Perry County, MO",0
29159,MO,"Pettis County, MO",0
29161,MO,"Phelps County, MO",0
29163,MO,"Pike County, MO",0
29165,MO,"Platte County, MO",0
29167,MO,"Polk County, MO",0
29169,MO,"Pulaski County, MO",0
29171,MO,"Putnam County, MO",0
29173,MO,"Ralls County, MO",0
29175,MO,"Randolph County, MO",0
29177,MO,"Ray County, MO",0
29179,MO,"Reynolds County, MO",0
29181,MO,"Ripley County, MO",0
29183,MO,"St. Charles County, MO",0
29185,MO,"St. Clair County, MO",0
29186,MO,"Ste. Genevieve County, MO",0
29187,MO,"St. Francois County, MO",0
29189,MO,"St. Louis County, MO",0
29195,MO,"Saline County, MO",0
29197,MO,"Schuyler County, MO",0
29199,MO,"Scotland County, MO",0
29201,MO,"Scott County, MO",0
29203,MO,"Shannon County, MO",0
29205,MO,"Shelby County, MO",0
29207,MO,"Stoddard County, MO",0
29209,MO,"Stone County, MO",0
29211,MO,"Sullivan County, MO",0
29213,MO,"Taney County, MO",0
29215,MO,"Texas County, MO",0
29217,MO,"Vernon County, MO",0
29219,MO,"Warren County, MO",0
29221,MO,"Washington County, MO",0
29223,MO,"Wayne County, MO",0
29225,MO,"Webster County, MO",0
29227,MO,"Worth County, MO",0
29229,MO,"Wright County, MO",0
29510,MO,"St. Louis city, MO",0
30000,MT,Montana,0
30001,MT,"Beaverhead County, MT",0
30003,MT,"Big Horn County, MT",0
30005,MT,"Blaine County, MT",0
30007,MT,"Broadwater County, MT",0
30009,MT,"Carbon County, MT",0
30011,MT,"Carter County, MT",0
30013,MT,"Cascade County, MT",0
30015,MT,"Chouteau County, MT",0
30017,MT,"Custer County, MT",0
30019,MT,"Daniels County, MT",0
30021,MT,"Dawson County, MT",0
30023,MT,"Deer Lodge County, MT",0
30025,MT,"Fallon County, MT",0
30027,MT,"Fergus County, MT",0
30029,MT,"Flathead County, MT",0
30031,MT,"Gallatin County, MT",0
30033,MT,"Garfield County, MT",0
30035,MT,"Glacier County, MT",0
30037,MT,"Golden Valley County, MT",0
30039,MT,"Granite County, MT",0
30041,MT,"Hill County, MT",0
30043,MT,"Jefferson County, MT",0
30045,MT,"Judith Basin County, MT",0
30047,MT,"Lake County, MT",0
30049,MT,"Lewis and Clark County, MT",0
30051,MT,"Liberty County, MT",0
30053,MT,"Lincoln County, MT",0
30055,MT,"McCone County, MT",0
30057,MT,"Madison County, MT",0
30059,MT,"Meagher County, MT",0
30061,MT,"Mineral County, MT",0
30063,MT,"Missoula County, MT",0
30065,MT,"Musselshell County, MT",0
30067,MT,"Park County, MT",0
30069,MT,"Petroleum County, MT",0
30071,MT,"Phillips County, MT",0
30073,MT,"Pondera County, MT",0
30075,MT,"Powder River County, MT",0
30077,MT,"Powell County, MT",0
30079,MT,"Prairie County, MT",0
30081,MT,"Ravalli County, MT",0
30083,MT,"Richland County, MT",0
30085,MT,"Roosevelt County, MT",0
30087,MT,"Rosebud County, MT",0
30089,MT,"Sanders County, MT",0
30091,MT,"Sheridan County, MT",0
30093,MT,"Silver Bow County, MT",0
30095,MT,"Stillwater County, MT",0
30097,MT,"Sweet Grass County, MT",0
30099,MT,"Teton County, MT",0
30101,MT,"Toole County, MT",0
30103,MT,"Treasure County, MT",0
30105,MT,"Valley County, MT",0
30107,MT,"Wheatland County, MT",0
30109,MT,"Wibaux County, MT",0
30111,MT,"Yellowstone County, MT",0
31000,NE,Nebraska,0
31001,NE,"Adams County, NE",0
31003,NE,"Antelope County, NE",0
31005,NE,"Arthur County, NE",0
31007,NE,"Banner County, NE",0
31009,NE,"Blaine County, NE",0
31011,NE,"Boone County, NE",0
31013,NE,"Box Butte County, NE",0
31015,NE,"Boyd County, NE",0
31017,NE,"Brown County, NE",0
31019,NE,"Buffalo County, NE",0
31021,NE,"Burt County, NE",0
31023,NE,"Butler County, NE",0
31025,NE,"Cass County, NE",0
31027,NE,"Cedar County, NE",0
31029,NE,"Chase County, NE",0
31031,NE,"Cherry County, NE",0
31033,NE,"Cheyenne County, NE",0
31035,NE,"Clay County, NE",0
31037,NE,"Colfax County, NE",0
31039,NE,"Cuming County, NE",0
31041,NE,"Custer County, NE",0
31043,NE,"Dakota County, NE",0
31045,NE,"Dawes County, NE",0
31047,NE,"Dawson County, NE",0
31049,NE,"Deuel County, NE",0
31051,NE,"Dixon County, NE",0
31053,NE,"Dodge County, NE",0
31055,NE,"Douglas County, NE",0
31057,NE,"Dundy County, NE",0
31059,NE,"Fillmore County, NE",0
31061,NE,"Franklin County, NE",0
31063,NE,"Frontier County, NE",0
31065,NE,"Furnas County, NE",0
31067,NE,"Gage County, NE",0
31069,NE,"Garden County, NE",0
31071,NE,"Garfield County, NE",0
31073,NE,"Gosper County, NE",0
31075,NE,"Grant County, NE",0
31077,NE,"Greeley County, NE",0
31079,NE,"Hall County, NE",0
31081,NE,"Hamilton County, NE",0
31083,NE,"Harlan County, NE",0
31085,NE,"Hayes County, NE",0
31087,NE,"Hitchcock County, NE",0
31089,NE,"Holt County, NE",0
31091,NE,"Hooker County, NE",0
31093,NE,"Howard County, NE",0
31095,NE,"Jefferson County, NE",0
31097,NE,"Johnson County, NE",0
31099,NE,"Kearney County, NE",0
31101,NE,"Keith County, NE",0
31103,NE,"Keya Paha County, NE",0
31105,NE,"Kimball County, NE",0
31107,NE,"Knox County, NE",0
31109,NE,"Lancaster County, NE",0
31111,NE,"Lincoln County, NE",0
31113,NE,"Logan County, NE",0
31115,NE,"Loup County, NE",0
31117,NE,"McPherson County, NE",0
31119,NE,"Madison County, NE",0
31121,NE,"Merrick County, NE",0
31123,NE,"Morrill County, NE",0
31125,NE,"Nance County, NE",0
31127,NE,"Nemaha County, NE",0
31129,NE,"Nuckolls County, NE",0
31131,NE,"Otoe County, NE",0
31133,NE,"Pawnee County, NE",0
31135,NE,"Perkins County, NE",0
31137,NE,"Phelps County, NE",0
31139,NE,"Pierce County, NE",0
31141,NE,"Platte County, NE",0
31143,NE,"Polk County, NE",0
31145,NE,"Red Willow County, NE",0
31147,NE,"Richardson County, NE",0
31149,NE,"Rock County, NE",0
31151,NE,"Saline County, NE",0
31153,NE,"Sarpy County, NE",0
31155,NE,"Saunders County, NE",0
31157,NE,"Scotts Bluff County, NE",0
31159,NE,"Seward County, NE",0
31161,NE,"Sheridan County, NE",0
31163,NE,"Sherman County, NE",0
31165,NE,"Sioux County, NE",0
31167,NE,"Stanton County, NE",0
31169,NE,"Thayer County, NE",0
31171,NE,"Thomas County, NE",0
31173,NE,"Thurston County, NE",0
31175,NE,"Valley County, NE",0
31177,NE,"Washington County, NE",0
31179,NE,"Wayne County, NE",0
31181,NE,"Webster County, NE",0
31183,NE,"Wheeler County, NE",0
31185,NE,"York County, NE",0
32000,NV,Nevada,0
32001,NV,"Churchill County, NV",0
32003,NV,"Clark County, NV",0
32005,NV,"Douglas County, NV",0
32007,NV,"Elko County, NV",0
32009,NV,"Esmeralda County, NV",0
32011,NV,"Eureka County, NV",0
32013,NV,"Humboldt County, NV",0
32015,NV,"Lander County, NV",0
32017,NV,"Lincoln County, NV",0
32019,NV,"Lyon County, NV",0
32021,NV,"Mineral County, NV",0
32023,NV,"Nye County, NV",0
32027,NV,"Pershing County, NV",0
32029,NV,"Storey County, NV",0
32031,NV,"Washoe County, NV",0
32033,NV,"White Pine County, NV",0
32510,NV,"Carson City, NV",0
33000,NH,New Hampshire,0
33001,NH,"Belknap County, NH",0
33003,NH,"Carroll County, NH",0
33005,NH,"Cheshire County, NH",0
33007,NH,"Coos County, NH",0
33009,NH,"Grafton County, NH",0
33011,NH,"Hillsborough County, NH",0
33013,NH,"Merrimack County, NH",0
33015,NH,"Rockingham County, NH",0
33017,NH,"Strafford County, NH",0
33019,NH,"Sullivan County, NH",0
34000,NJ,New Jersey,0
34001,NJ,"Atlantic County, NJ",0
34003,NJ,"Bergen County, NJ",0
34005,NJ,"Burlington County, NJ",0
34007,NJ,"Camden County, NJ",0
34009,NJ,"Cape May County, NJ",0
34011,NJ,"Cumberland County, NJ",0
34013,NJ,"Essex County, NJ",0
34015,NJ,"Gloucester County, NJ",0
34017,NJ,"Hudson County, NJ",0
34019,NJ,"Hunterdon County, NJ",0
34021,NJ,"Mercer County, NJ",0
34023,NJ,"Middlesex County, NJ",0
34025,NJ,"Monmouth County, NJ",0
34027,NJ,"Morris County, NJ",0
34029,NJ,"Ocean County, NJ",0
34031,NJ,"Passaic County, NJ",0
34033,NJ,"Salem County, NJ",0
34035,NJ,"Somerset County, NJ",0
34037,NJ,"Sussex County, NJ",0
34039,NJ,"Union County, NJ",0
34041,NJ,"Warren County, NJ",0
35000,NM,New Mexico,0
35001,NM,"Bernalillo County, NM",0
35003,NM,"Catron County, NM",0
35005,NM,"Chaves County, NM",0
35006,NM,"Cibola County, NM",0
35007,NM,"Colfax County, NM",0
35009,NM,"Curry County, NM",0
35011,NM,"De Baca County, NM",0
35013,NM,"Dona Ana County, NM",0
35015,NM,"Eddy County, NM",0
35017,NM,"Grant County, NM",0
35019,NM,"Guadalupe County, NM",0
35021,NM,"Harding County, NM",0
35023,NM,"Hidalgo County, NM",0
35025,NM,"Lea County, NM",0
35027,NM,"Lincoln County, NM",0
35028,NM,"Los Alamos County, NM",0
35029,NM,"Luna County, NM",0
35031,NM,"McKinley County, NM",0
35033,NM,"Mora County, NM",0
35035,NM,"Otero County, NM",0
35037,NM,"Quay County, NM",0
35039,NM,"Rio Arriba County, NM",0
35041,NM,"Roosevelt County, NM",0
35043,NM,"Sandoval County, NM",0
35045,NM,"San Juan County, NM",0
35047,NM,"San Miguel County, NM",0
35049,NM,"Santa Fe County, NM",0
35051,NM,"Sierra County, NM",0
35053,NM,"Socorro County, NM",0
35055,NM,"Taos County, NM",0
35057,NM,"Torrance County, NM",0
35059,NM,"Union County, NM",0
35061,NM,"Valencia County, NM",0
36000,NY,New York,0
36001,NY,"Albany County, NY",0
36003,NY,"Allegany County, NY",0
36005,NY,"Bronx County, NY",0
36007,NY,"Broome County, NY",0
36009,NY,"Cattaraugus County, NY",0
36011,NY,"Cayuga County, NY",0
36013,NY,"Chautauqua County, NY",0
36015,NY,"Chemung County, NY",0
36017,NY,"Chenango County, NY",0
36019,NY,"Clinton County, NY",0
36021,NY,"Columbia County, NY",0
36023,NY,"Cortland County, NY",0
36025,NY,"Delaware County, NY",0
36027,NY,"Dutchess County, NY",0
36029,NY,"Erie County, NY",0
36031,NY,"Essex County, NY",0
36033,NY,"Franklin County, NY",0
36035,NY,"Fulton County, NY",0
36037,NY,"Genesee County, NY",0
36039,NY,"Greene County, NY",0
36041,NY,"Hamilton County, NY",0
36043,NY,"Herkimer County, NY",0
36045,NY,"Jefferson County, NY",0
36047,NY,"Kings County, NY",0
36049,NY,"Lewis County, NY",0
36051,NY,"Livingston County, NY",0
36053,NY,"Madison County, NY",0
36055,NY,"Monroe County, NY",0
36057,NY,"Montgomery County, NY",0
36059,NY,"Nassau County, NY",0
36061,NY,"New York County, NY",0
36063,NY,"Niagara County, NY",0
36065,NY,"Oneida County, NY",0
36067,NY,"Onondaga County, NY",0
36069,NY,"Ontario County, NY",0
36071,NY,"Orange County, NY",0
36073,NY,"Orleans County, NY",0
36075,NY,"Oswego County, NY",0
36077,NY,"Otsego County, NY",0
36079,NY,"Putnam County, NY",0
36081,NY,"Queens County, NY",0
36083,NY,"Rensselaer County, NY",0
36085,NY,"Richmond County, NY",0
36087,NY,"Rockland County, NY",0
36089,NY,"St. Lawrence County, NY",0
36091,NY,"Saratoga County, NY",0
36093,NY,"Schenectady County, NY",0
36095,NY,"Schoharie County, NY",0
36097,NY,"Schuyler County, NY",0
36099,NY,"Seneca County, NY",0
36101,NY,"Steuben County, NY",0
36103,NY,"Suffolk County, NY",0
36105,NY,"Sullivan County, NY",0
36107,NY,"Tioga County, NY",0
36109,NY,"Tompkins County, NY",0
36111,NY,"Ulster County, NY",0
36113,NY,"Warren County, NY",0
36115,NY,"Washington County, NY",0
36117,NY,"Wayne County, NY",0
36119,NY,"Westchester County, NY",0
36121,NY,"Wyoming County, NY",0
36123,NY,"Yates County, NY",0
37000,NC,North Carolina,0
37001,NC,"Alamance County, NC",0
37003,NC,"Alexander County, NC",0
37005,NC,"Alleghany County, NC",0
37007,NC,"Anson County, NC",0
37009,NC,"Ashe County, NC",0
37011,NC,"Avery County, NC",0
37013,NC,"Beaufort County, NC",0
37015,NC,"Bertie County, NC",0
37017,NC,"Bladen County, NC",0
37019,NC,"Brunswick County, NC",0
37021,NC,"Buncombe County, NC",0
37023,NC,"Burke County, NC",0
37025,NC,"Cabarrus County, NC",0
37027,NC,"Caldwell County, NC",0
37029,NC,"Camden County, NC",0
37031,NC,"Carteret County, NC",0
37033,NC,"Caswell County, NC",0
37035,NC,"Catawba County, NC",0
37037,NC,"Chatham County, NC",0
37039,NC,"Cherokee County, NC",0
37041,NC,"Chowan County, NC",0
37043,NC,"Clay County, NC",0
37045,NC,"Cleveland County, NC",0
37047,NC,"Columbus County, NC",0
37049,NC,"Craven County, NC",0
37051,NC,"Cumberland County, NC",0
37053,NC,"Currituck County, NC",0
37055,NC,"Dare County, NC",0
37057,NC,"Davidson County, NC",0
37059,NC,"Davie County, NC",0
37061,NC,"Duplin County, NC",0
37063,NC,"Durham County, NC",0
37065,NC,"Edgecombe County, NC",0
37067,NC,"Forsyth County, NC",0
37069,NC,"Franklin County, NC",0
37071,NC,"Gaston County, NC",0
37073,NC,"Gates County, NC",0
37075,NC,"Graham County, NC",0
37077,NC,"Granville County, NC",0
37079,NC,"Greene County, NC",0
37081,NC,"Guilford County, NC",0
37083,NC,"Halifax County, NC",0
37085,NC,"Harnett County, NC",0
37087,NC,"Haywood County, NC",0
37089,NC,"Henderson County, NC",0
37091,NC,"Hertford County, NC",0
37093,NC,"Hoke County, NC",0
37095,NC,"Hyde County, NC",0
37097,NC,"Iredell County, NC",0
37099,NC,"Jackson County, NC",0
37101,NC,"Johnston County, NC",0
37103,NC,"Jones County, NC",0
37105,NC,"Lee County, NC",0
37107,NC,"Lenoir County, NC",0
37109,NC,"Lincoln County, NC",0
37111,NC,"McDowell County, NC",0
37113,NC,"Macon County, NC",0
37115,NC,"Madison County, NC",0
37117,NC,"Martin County, NC",0
37119,NC,"Mecklenburg County, NC",0
37121,NC,"Mitchell County, NC",0
37123,NC,"Montgomery County, NC",0
37125,NC,"Moore County, NC",0
37127,NC,"Nash County, NC",0
37129,NC,"New Hanover County, NC",0
37131,NC,"Northampton County, NC",0
37133,NC,"Onslow County, NC",0
37135,NC,"Orange County, NC",0
37137,NC,"Pamlico County, NC",0
37139,NC,"Pasquotank County, NC",0
37141,NC,"Pender County, NC",0
37143,NC,"Perquimans County, NC",0
37145,NC,"Person County, NC",0
37147,NC,"Pitt County, NC",0
37149,NC,"Polk County, NC",0
37151,NC,"Randolph County, NC",0
37153,NC,"Richmond County, NC",0
37155,NC,"Robeson County, NC",0
37157,NC,"Rockingham County, NC",0
37159,NC,"Rowan County, NC",0
37161,NC,"Rutherford County, NC",0
37163,NC,"Sampson County, NC",0
37165,NC,"Scotland County, NC",0
37167,NC,"Stanly County, NC",0
37169,NC,"Stokes County, NC",0
37171,NC,"Surry County, NC",0
37173,NC,"Swain County, NC",0
37175,NC,"Transylvania County, NC",0
37177,NC,"Tyrrell County, NC",0
37179,NC,"Union County, NC",0
37181,NC,"Vance County, NC",0
37183,NC,"Wake County, NC",0
37185,NC,"Warren County, NC",0
37187,NC,"Washington County, NC",0
37189,NC,"Watauga County, NC",0
37191,NC,"Wayne County, NC",0
37193,NC,"Wilkes County, NC",0
37195,NC,"Wilson County, NC",0
37197,NC,"Yadkin County, NC",0
37199,NC,"Yancey County, NC",0
38000,ND,North Dakota,0
38001,ND,"Adams County, ND",0
38003,ND,"Barnes County, ND",0
38005,ND,"Benson County, ND",0
38007,ND,"Billings County, ND",0
38009,ND,"Bottineau County, ND",0
38011,ND,"Bowman County, ND",0
38013,ND,"Burke County, ND",0
38015,ND,"Burleigh County, ND",0
38017,ND,"Cass County, ND",0
38019,ND,"Cavalier County, ND",0
38021,ND,"Dickey County, ND",0
38023,ND,"Divide County, ND",0
38025,ND,"Dunn County, ND",0
38027,ND,"Eddy County, ND",0
38029,ND,"Emmons County, ND",0
38031,ND,"Foster County, ND",0
38033,ND,"Golden Valley County, ND",0
38035,ND,"Grand Forks County, ND",0
38037,ND,"Grant County, ND",0
38039,ND,"Griggs County, ND",0
38041,ND,"Hettinger County, ND",0
38043,ND,"Kidder County, ND",0
38045,ND,"LaMoure County, ND",0
38047,ND,"Logan County, ND",0
38049,ND,"McHenry County, ND",0
38051,ND,"McIntosh County, ND",0
38053,ND,"McKenzie County, ND",0
38055,ND,"McLean County, ND",0
38057,ND,"Mercer County, ND",0
38059,ND,"Morton County, ND",0
38061,ND,"Mountrail County, ND",0
38063,ND,"Nelson County, ND",0
38065,ND,"Oliver County, ND",0
38067,ND,"Pembina County, ND",0
38069,ND,"Pierce County, ND",0
38071,ND,"Ramsey County, ND",0
38073,ND,"Ransom County, ND",0
38075,ND,"Renville County, ND",0
38077,ND,"Richland County, ND",0
38079,ND,"Rolette County, ND",0
38081,ND,"Sargent County, ND",0
38083,ND,"Sheridan County, ND",0
38085,ND,"Sioux County, ND",0
38087,ND,"Slope County, ND",0
38089,ND,"Stark County, ND",0
38091,ND,"Steele County, ND",0
38093,ND,"Stutsman County, ND",0
38095,ND,"Towner County, ND",0
38097,ND,"Traill County, ND",0
38099,ND,"Walsh County, ND",0
38101,ND,"Ward County, ND",0
38103,ND,"Wells County, ND",0
38105,ND,"Williams County, ND",0
39000,OH,Ohio,0
39001,OH,"Adams County, OH",0
39003,OH,"Allen County, OH",0
39005,OH,"Ashland County, OH",0
39007,OH,"Ashtabula County, OH",0
39009,OH,"Athens County, OH",0
39011,OH,"Auglaize County, OH",0
39013,OH,"Belmont County, OH",0
39015,OH,"Brown County, OH",0
39017,OH,"Butler County, OH",0
39019,OH,"Carroll County, OH",0
39021,OH,"Champaign County, OH",0
39023,OH,"Clark County, OH",0
39025,OH,"Clermont County, OH",0
39027,OH,"Clinton County, OH",0
39029,OH,"Columbiana County, OH",0
39031,OH,"Coshocton County, OH",0
39033,OH,"Crawford County, OH",0
39035,OH,"Cuyahoga County, OH",0
39037,OH,"Darke County, OH",0
39039,OH,"Defiance County, OH",0
39041,OH,"Delaware County, OH",0
39043,OH,"Erie County, OH",0
39045,OH,"Fairfield County, OH",0
39047,OH,"Fayette County, OH",0
39049,OH,"Franklin County, OH",0
39051,OH,"Fulton County, OH",0
39053,OH,"Gallia County, OH",0
39055,OH,"Geauga County, OH",0
39057,OH,"Greene County, OH",0
39059,OH,"Guernsey County, OH",0
39061,OH,"Hamilton County, OH",0
39063,OH,"Hancock County, OH",0
39065,OH,"Hardin County, OH",0
39067,OH,"Harrison County, OH",0
39069,OH,"Henry County, OH",0
39071,OH,"Highland County, OH",0
39073,OH,"Hocking County, OH",0
39075,OH,"Holmes County, OH",0
39077,OH,"Huron County, OH",0
39079,OH,"Jackson County, OH",0
39081,OH,"Jefferson County, OH",0
39083,OH,"Knox County, OH",0
39085,OH,"Lake County, OH",0
39087,OH,"Lawrence County, OH",0
39089,OH,"Licking County, OH",0
39091,OH,"Logan County, OH",0
39093,OH,"Lorain County, OH",0
39095,OH,"Lucas County, OH",0
39097,OH,"Madison County, OH",0
39099,OH,"Mahoning County, OH",0
39101,OH,"Marion County, OH",0
39103,OH,"Medina County, OH",0
39105,OH,"Meigs County, OH",0
39107,OH,"Mercer County, OH",0
39109,OH,"Miami County, OH",0
39111,OH,"Monroe County, OH",0
39113,OH,"Montgomery County, OH",0
39115,OH,"Morgan County, OH",0
39117,OH,"Morrow County, OH",0
39119,OH,"Muskingum County, OH",0
39121,OH,"Noble County, OH",0
39123,OH,"Ottawa County, OH",0
39125,OH,"Paulding County, OH",0
39127,OH,"Perry County, OH",0
39129,OH,"Pickaway County, OH",0
39131,OH,"Pike County, OH",0
39133,OH,"Portage County, OH",0
39135,OH,"Preble County, OH",0
39137,OH,"Putnam County, OH",0
39139,OH,"Richland County, OH",0
39141,OH,"Ross County, OH",0
39143,OH,"Sandusky County, OH",0
39145,OH,"Scioto County, OH",0
39147,OH,"Seneca County, OH",0
39149,OH,"Shelby County, OH",0
39151,OH,"Stark County, OH",0
39153,OH,"Summit County, OH",0
39155,OH,"Trumbull County, OH",0
39157,OH,"Tuscarawas County, OH",0
39159,OH,"Union County, OH",0
39161,OH,"Van Wert County, OH",0
39163,OH,"Vinton County, OH",0
39165,OH,"Warren County, OH",0
39167,OH,"Washington County, OH",0
39169,OH,"Wayne County, OH",0
39171,OH,"Williams County, OH",0
39173,OH,"Wood County, OH",0
39175,OH,"Wyandot County, OH",0
40000,OK,Oklahoma,0
40001,OK,"Adair County, OK",0
40003,OK,"Alfalfa County, OK",0
40005,OK,"Atoka County, OK",0
40007,OK,"Beaver County, OK",0
40009,OK,"Beckham County, OK",0
40011,OK,"Blaine County, OK",0
40013,OK,"Bryan County, OK",0
40015,OK,"Caddo County, OK",0
40017,OK,"Canadian County, OK",0
40019,OK,"Carter County, OK",0
40021,OK,"Cherokee County, OK",0
40023,OK,"Choctaw County, OK",0
40025,OK,"Cimarron County, OK",0
40027,OK,"Cleveland County, OK",0
40029,OK,"Coal County, OK",0
40031,OK,"Comanche County, OK",0
40033,OK,"Cotton County, OK",0
40035,OK,"Craig County, OK",0
40037,OK,"Creek County, OK",0
40039,OK,"Custer County, OK",0
40041,OK,"Delaware County, OK",0
40043,OK,"Dewey County, OK",0
40045,OK,"Ellis County, OK",0
40047,OK,"Garfield County, OK",0
40049,OK,"Garvin County, OK",0
40051,OK,"Grady County, OK",0
40053,OK,"Grant County, OK",0
40055,OK,"Greer County, OK",0
40057,OK,"Harmon County, OK",0
40059,OK,"Harper County, OK",0
40061,OK,"Haskell County, OK",0
40063,OK,"Hughes County, OK",0
40065,OK,"Jackson County, OK",0
40067,OK,"Jefferson County, OK",0
40069,OK,"Johnston County, OK",0
40071,OK,"Kay County, OK",0
40073,OK,"Kingfisher County, OK",0
40075,OK,"Kiowa County, OK",0
40077,OK,"Latimer County, OK",0
40079,OK,"Le Flore County, OK",0
40081,OK,"Lincoln County, OK",0
40083,OK,"Logan County, OK",0
40085,OK,"Love County, OK",0
40087,OK,"McClain County, OK",0
40089,OK,"McCurtain County, OK",0
40091,OK,"McIntosh County, OK",0
40093,OK,"Major County, OK",0
40095,OK,"Marshall County, OK",0
40097,OK,"Mayes County, OK",0
40099,OK,"Murray County, OK",0
40101,OK,"Muskogee County, OK",0
40103,OK,"Noble County, OK",0
40105,OK,"Nowata County, OK",0
40107,OK,"Okfuskee County, OK",0
40109,OK,"Oklahoma County, OK",0
40111,OK,"Okmulgee County, OK",0
40113,OK,"Osage County, OK",0
40115,OK,"Ottawa County, OK",0
40117,OK,"Pawnee County, OK",0
40119,OK,"Payne County, OK",0
40121,OK,"Pittsburg County, OK",0
40123,OK,"Pontotoc County, OK",0
40125,OK,"Pottawatomie County, OK",0
40127,OK,"Pushmataha County, OK",0
40129,OK,"Roger Mills County, OK",0
40131,OK,"Rogers County, OK",0
40133,OK,"Seminole County, OK",0
40135,OK,"Sequoyah County, OK",0
40137,OK,"Stephens County, OK",0
40139,OK,"Texas County, OK",0
40141,OK,"Tillman County, OK",0
40143,OK,"Tulsa County, OK",0
40145,OK,"Wagoner County, OK",0
40147,OK,"Washington County, OK",0
40149,OK,"Washita County, OK",0
40151,OK,"Woods County, OK",0
40153,OK,"Woodward County, OK",0
41000,OR,Oregon,0
41001,OR,"Baker County, OR",0
41003,OR,"Benton County, OR",0
41005,OR,"Clackamas County, OR",0
41007,OR,"Clatsop County, OR",0
41009,OR,"Columbia County, OR",0
41011,OR,"Coos County, OR",0
41013,OR,"Crook County, OR",0
41015,OR,"Curry County, OR",0
41017,OR,"Deschutes County, OR",0
41019,OR,"Douglas County, OR",0
41021,OR,"Gilliam County, OR",0
41023,OR,"Grant County, OR",0
41025,OR,"Harney County, OR",0
41027,OR,"Hood River County, OR",0
41029,OR,"Jackson County, OR",0
41031,OR,"Jefferson County, OR",0
41033,OR,"Josephine County, OR",0
41035,OR,"Klamath County, OR",0
41037,OR,"Lake County, OR",0
41039,OR,"Lane County, OR",0
41041,OR,"Lincoln County, OR",0
41043,OR,"Linn County, OR",0
41045,OR,"Malheur County, OR",0
41047,OR,"Marion County, OR",0
41049,OR,"Morrow County, OR",0
41051,OR,"Multnomah County, OR",0
41053,OR,"Polk County, OR",0
41055,OR,"Sherman County, OR",0
41057,OR,"Tillamook County, OR",0
41059,OR,"Umatilla County, OR",0
41061,OR,"Union County, OR",0
41063,OR,"Wallowa County, OR",0
41065,OR,"Wasco County, OR",0
41067,OR,"Washington County, OR",0
41069,OR,"Wheeler County, OR",0
41071,OR,"Yamhill County, OR",0
42000,PA,Pennsylvania,0
42001,PA,"Adams County, PA",0
42003,PA,"Allegheny County, PA",0
42005,PA,"Armstrong County, PA",0
42007,PA,"Beaver County, PA",0
42009,PA,"Bedford County, PA",0
42011,PA,"Berks County, PA",0
42013,PA,"Blair County, PA",0
